Algorithm;Problem;CPU Time [ms];System Time [ms];User Time [ms];Clock Time [ms];Optimize counter;Optimize/sec (CPU) [1/s];Optimize/sec (Clock) [1/s];Exception;Best solution;Best solution (human readable);Depth;Fitness;Operations
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9350];452;1;453;442;20;44;45;none;[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1];[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1];0;2465.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9351];47;1;47;52;20;425;384;none;[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0];[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0];0;2677.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9352];47;1;46;52;20;425;384;none;[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1];[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1];0;2728.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9353];31;1;32;40;20;645;500;none;[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0];[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0];0;3624.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9354];47;1;46;35;20;425;571;none;[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0];[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0];0;3111.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9355];31;1;32;42;20;645;476;none;[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0];[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0];0;3455.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9356];47;1;46;35;20;425;571;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0];0;3418.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9357];15;15;16;30;20;1333;666;none;[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0];[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0];0;3200.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9358];31;1;31;30;20;645;666;none;[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1];[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1];0;3377.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9359];31;1;31;33;20;645;606;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1];0;3016.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9360];31;1;32;30;20;645;666;none;[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1];[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1];0;2803.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9361];32;1;31;33;20;625;606;none;[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1];[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1];0;3695.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9362];15;1;15;40;20;1333;500;none;[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1];[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1];0;2548.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9363];31;1;32;32;20;645;625;none;[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0;2754.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9364];16;1;15;27;20;1250;740;none;[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1];[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1];0;2657.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9365];16;1;15;30;20;1250;666;none;[0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0];[0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0];0;3103.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9366];47;1;47;42;20;425;476;none;[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0];[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0];0;3016.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9367];46;1;47;35;20;434;571;none;[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1];[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1];0;2992.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9368];32;1;31;45;20;625;444;none;[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1];[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1];0;2597.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9369];16;1;15;40;20;1250;500;none;[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];0;3810.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9370];31;1;32;33;20;645;606;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0];0;3674.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9371];31;1;31;32;20;645;625;none;[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];0;3197.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9372];47;1;47;35;20;425;571;none;[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1];[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1];0;3293.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9373];16;1;15;28;20;1250;714;none;[1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0];[1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0];0;2703.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9374];16;1;16;25;20;1250;800;none;[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1];[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1];0;3127.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9375];31;1;31;45;20;645;444;none;[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1];[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1];0;3015.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9376];31;1;31;25;20;645;800;none;[1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1];[1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1];0;3265.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9377];31;1;31;27;20;645;740;none;[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0];0;3097.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9378];16;1;16;30;20;1250;666;none;[0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1];[0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1];0;3129.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9379];15;1;15;27;20;1333;740;none;[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1];[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1];0;2779.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9380];15;1;16;22;20;1333;909;none;[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0];0;338.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9381];32;1;31;30;20;625;666;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];0;3316.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.5];Knapsack [file=knap_30.inst.dat,id=9382];31;1;31;28;20;645;714;none;[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1];[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1];0;3155.0;Unknown operation
